Crew_ID,Date,Assigned_Flight,Duty_Type
C0404,2024-11-03,6E5074,Standby
C1189,2024-01-27,6E17456,Flying
C1068,2024-09-30,6E5850,Flying
C1164,2024-10-23,6E7318,Flying
C1056,2024-02-22,6E10821,Flying
C0249,2024-01-13,6E7306,Flying
C0806,2024-05-30,6E7624,Flying
C0543,2024-02-20,6E6518,Flying
C0530,2024-10-22,6E4037,Flying
C0413,2024-08-22,6E10651,Off
C0991,2024-12-08,6E6990,Standby
C0831,2024-02-09,6E12447,Flying
C0880,2024-11-01,6E13801,Flying
C0849,2024-04-29,6E3620,Flying
C0532,2024-01-29,6E10912,Flying
C1055,2024-03-14,6E4848,Flying
C0698,2024-04-27,6E9793,Standby
C0999,2024-08-09,6E9115,Standby
C0391,2024-05-29,6E3590,Flying
C0224,2024-07-04,6E1105,Standby
C0983,2024-08-10,6E3842,Flying
C0957,2024-10-24,6E14539,Flying
C0509,2024-01-23,6E12227,Flying
C0049,2024-09-14,6E18479,Flying
C0808,2024-07-24,6E2713,Flying
C0710,2024-10-22,6E2883,Flying
C1039,2024-10-28,6E14547,Flying
C0346,2024-12-25,6E7173,Off
C0780,2024-07-28,6E15504,Off
C0493,2024-07-18,6E3556,Off
C0239,2024-12-27,6E9715,Flying
C0666,2024-08-15,6E16842,Standby
C0926,2024-07-21,6E17978,Off
C0861,2024-07-06,6E1437,Off
C0926,2024-12-01,6E18965,Flying
C0077,2024-08-19,6E18227,Flying
C0233,2024-10-29,6E15440,Flying
C0171,2024-05-07,6E14969,Standby
C0534,2024-12-04,6E1695,Flying
C0747,2024-11-11,6E1432,Standby
C1001,2024-03-12,6E18750,Flying
C0273,2024-09-29,6E2088,Standby
C1049,2024-09-05,6E5301,Flying
C0757,2024-03-06,6E13370,Standby
C0838,2024-10-19,6E14605,Standby
C0549,2024-10-06,6E3337,Flying
C0474,2024-03-21,6E18302,Standby
C0516,2024-05-22,6E11381,Flying
C0058,2024-02-20,6E9997,Standby
C0172,2024-10-05,6E17461,Standby
C0273,2024-12-12,6E8637,Standby
C0146,2024-08-01,6E3092,Flying
C0854,2024-10-29,6E15908,Flying
C0829,2024-07-08,6E7024,Flying
C0300,2024-07-23,6E10304,Flying
C0147,2024-08-28,6E3689,Flying
C0921,2024-08-31,6E17904,Flying
C0549,2024-09-24,6E10137,Standby
C1021,2024-04-08,6E7572,Flying
C1082,2024-12-13,6E1546,Flying
C0032,2024-09-22,6E9159,Off
C0410,2024-07-20,6E11168,Off
C0431,2024-02-14,6E1978,Standby
C0222,2024-08-03,6E15637,Flying
C0051,2024-12-13,6E18348,Flying
C0809,2024-12-24,6E17362,Flying
C0998,2024-02-06,6E9614,Flying
C0705,2024-04-09,6E17382,Flying
C0573,2024-12-20,6E9656,Flying
C0895,2024-12-28,6E17315,Flying
C0459,2024-06-25,6E4125,Flying
C0803,2024-09-08,6E3049,Flying
C0597,2024-02-22,6E17086,Flying
C1064,2024-12-26,6E7319,Flying
C0978,2024-05-30,6E6560,Flying
C1189,2024-05-06,6E6440,Flying
C0940,2024-08-30,6E4563,Standby
C0247,2024-12-06,6E16026,Flying
C0338,2024-01-29,6E13022,Standby
C0524,2024-08-15,6E12566,Flying
C0040,2024-04-16,6E13620,Flying
C1054,2024-08-16,6E2861,Flying
C0832,2024-10-09,6E3721,Flying
C0297,2024-07-16,6E8076,Standby
C0847,2024-05-27,6E18871,Standby
C0303,2024-06-30,6E7495,Flying
C0732,2024-02-17,6E15635,Standby
C0606,2024-04-16,6E16475,Standby
C0432,2024-07-02,6E5010,Flying
C0889,2024-05-29,6E1843,Standby
C0242,2024-05-30,6E1343,Off
C0731,2024-06-10,6E4343,Flying
C0864,2024-09-16,6E11487,Standby
C0492,2024-09-28,6E2063,Off
C0311,2024-11-19,6E3286,Flying
C0932,2024-01-28,6E12847,Flying
C0659,2024-08-20,6E5956,Flying
C0146,2024-01-22,6E6665,Flying
C0730,2024-01-08,6E3685,Flying
C0990,2024-08-05,6E18374,Flying
C0924,2024-08-18,6E18342,Standby
C0151,2024-12-15,6E5234,Flying
C0463,2024-04-23,6E1534,Flying
C0011,2024-06-29,6E4772,Off
C0427,2024-05-16,6E18397,Standby
C0853,2024-12-11,6E15660,Off
C0896,2024-05-02,6E1435,Flying
C0301,2024-02-23,6E13774,Flying
C0039,2024-11-26,6E15303,Flying
C0991,2024-04-07,6E2040,Flying
C0591,2024-03-31,6E12553,Flying
C0985,2024-01-10,6E13762,Flying
C1176,2024-08-29,6E18039,Flying
C1019,2024-09-20,6E11872,Flying
C0941,2024-07-16,6E15211,Flying
C0876,2024-12-09,6E15078,Flying
C0516,2024-09-13,6E10647,Flying
C0705,2024-10-07,6E14407,Flying
C0614,2024-10-27,6E16457,Flying
C0696,2024-06-23,6E17242,Off
C0907,2024-09-23,6E18390,Standby
C0597,2024-07-08,6E11460,Flying
C0562,2024-08-02,6E12696,Standby
C0348,2024-02-09,6E8682,Standby
C0564,2024-03-11,6E13841,Flying
C0262,2024-08-06,6E11182,Flying
C0710,2024-12-30,6E14543,Flying
C0289,2024-01-05,6E17596,Flying
C0849,2024-08-12,6E12362,Standby
C0396,2024-07-03,6E17228,Flying
C0287,2024-05-23,6E5458,Flying
C0995,2024-06-30,6E10430,Standby
C0546,2024-11-01,6E4038,Flying
C0032,2024-08-03,6E1558,Flying
C0552,2024-07-08,6E10596,Flying
C1055,2024-12-21,6E11762,Flying
C1006,2024-09-19,6E7092,Flying
C0298,2024-12-13,6E7698,Flying
C0843,2024-11-11,6E15298,Flying
C0700,2024-10-21,6E14064,Flying
C0415,2024-03-17,6E13519,Flying
C1059,2024-02-20,6E2236,Flying
C0027,2024-05-03,6E17457,Off
C0645,2024-05-03,6E18288,Flying
C1099,2024-06-15,6E10602,Flying
C0947,2024-07-23,6E7135,Flying
C0743,2024-06-12,6E11333,Flying
C0604,2024-01-12,6E3804,Flying
C0936,2024-11-23,6E2175,Standby
C0346,2024-04-16,6E4074,Flying
C0196,2024-12-21,6E10260,Flying
C0210,2024-02-22,6E18049,Flying
C0974,2024-07-07,6E15190,Flying
C0528,2024-05-01,6E16334,Flying
C0629,2024-08-23,6E15077,Flying
C0404,2024-01-23,6E12186,Standby
C0190,2024-10-05,6E2758,Flying
C0107,2024-08-17,6E16926,Flying
C0668,2024-10-11,6E3426,Flying
C0444,2024-05-31,6E3328,Flying
C0528,2024-05-29,6E18357,Flying
C1053,2024-01-12,6E1712,Flying
C0712,2024-12-01,6E12948,Flying
C0664,2024-07-11,6E11885,Standby
C0809,2024-02-05,6E15060,Flying
C0063,2024-02-11,6E11047,Standby
C0494,2024-08-21,6E8021,Flying
C0270,2024-01-24,6E9817,Flying
C1196,2024-02-07,6E12165,Flying
C1153,2024-06-08,6E14942,Flying
C0886,2024-09-11,6E3180,Standby
C0353,2024-07-04,6E6190,Flying
C0640,2024-02-23,6E18269,Standby
C0651,2024-09-09,6E16926,Flying
C0148,2024-11-27,6E6659,Flying
C0761,2024-09-22,6E10392,Off
C1103,2024-02-26,6E17865,Flying
C0405,2024-07-22,6E11615,Standby
C1111,2024-11-28,6E14148,Flying
C0841,2024-03-19,6E5062,Flying
C0404,2024-09-08,6E8582,Off
C0117,2024-01-30,6E11205,Standby
C0502,2024-11-04,6E16046,Standby
C0748,2024-03-17,6E15099,Flying
C0174,2024-08-30,6E14771,Standby
C1130,2024-06-24,6E10785,Flying
C1121,2024-10-25,6E15840,Flying
C0478,2024-05-08,6E5350,Off
C0548,2024-03-22,6E17934,Flying
C0873,2024-10-21,6E18523,Flying
C0561,2024-06-26,6E7275,Flying
C0881,2024-05-11,6E3323,Flying
C0326,2024-08-06,6E2154,Off
C0009,2024-09-11,6E5698,Flying
C1005,2024-04-01,6E3109,Off
C1115,2024-01-24,6E5804,Standby
C0705,2024-03-08,6E13739,Flying
C0286,2024-09-10,6E3194,Flying
C1167,2024-06-04,6E1783,Flying
C0416,2024-06-28,6E17372,Flying
C0724,2024-11-14,6E13495,Flying
C0956,2024-08-08,6E2172,Flying
C0951,2024-12-18,6E16803,Flying
C1085,2024-01-30,6E9993,Flying
C0294,2024-05-26,6E18604,Standby
C0340,2024-05-28,6E1463,Flying
C0879,2024-10-03,6E17961,Standby
C0819,2024-12-05,6E9671,Flying
C0186,2024-09-12,6E17827,Flying
C1116,2024-11-06,6E13393,Flying
C1163,2024-10-15,6E8350,Standby
C0882,2024-01-09,6E9184,Off
C0776,2024-02-19,6E12402,Flying
C0802,2024-04-04,6E14428,Flying
C0662,2024-02-01,6E7065,Flying
C0190,2024-02-10,6E13979,Flying
C0353,2024-08-02,6E17458,Flying
C0039,2024-10-24,6E16421,Flying
C1097,2024-03-16,6E12944,Off
C0886,2024-03-26,6E9970,Flying
C0022,2024-04-13,6E4193,Flying
C0713,2024-06-04,6E5102,Standby
C0031,2024-06-02,6E9988,Flying
C0836,2024-03-31,6E3308,Standby
C1102,2024-12-01,6E11964,Flying
C0726,2024-07-02,6E7960,Standby
C0054,2024-01-08,6E4286,Flying
C0371,2024-07-21,6E14675,Flying
C0097,2024-09-15,6E5530,Flying
C0885,2024-11-17,6E8977,Flying
C0530,2024-01-01,6E4420,Standby
C1060,2024-12-05,6E18216,Flying
C0318,2024-10-24,6E9648,Standby
C1075,2024-06-26,6E3053,Flying
C0287,2024-03-20,6E17294,Flying
C0650,2024-10-30,6E2624,Flying
C0243,2024-10-21,6E12985,Flying
C0413,2024-11-21,6E12048,Flying
C0222,2024-08-20,6E7236,Flying
C1055,2024-02-05,6E17709,Flying
C0872,2024-03-16,6E15982,Flying
C1092,2024-03-14,6E16386,Flying
C0994,2024-02-04,6E12426,Flying
C0785,2024-11-17,6E11166,Flying
C0096,2024-01-31,6E13560,Flying
C0225,2024-06-16,6E5796,Standby
C0735,2024-03-19,6E3318,Flying
C0223,2024-06-09,6E3233,Off
C0991,2024-07-12,6E8984,Flying
C0120,2024-01-27,6E18910,Flying
C0138,2024-06-26,6E17842,Off
C0328,2024-12-09,6E10450,Flying
C0878,2024-03-31,6E6303,Flying
C0740,2024-04-24,6E1589,Flying
C0595,2024-04-04,6E4706,Flying
C0540,2024-01-26,6E2100,Flying
C1112,2024-09-09,6E16171,Flying
C0634,2024-05-29,6E15703,Flying
C0340,2024-10-07,6E16117,Flying
C0825,2024-09-05,6E12468,Flying
C0082,2024-12-08,6E8301,Flying
C0866,2024-02-05,6E17789,Flying
C0398,2024-09-26,6E14092,Standby
C0714,2024-10-22,6E2635,Flying
C0358,2024-09-21,6E18128,Flying
C0800,2024-02-09,6E5344,Standby
C0181,2024-12-16,6E13842,Flying
C1015,2024-11-22,6E17428,Flying
C0560,2024-02-14,6E11463,Standby
C1160,2024-01-01,6E16296,Standby
C0203,2024-05-15,6E9835,Standby
C0784,2024-07-19,6E8619,Off
C0287,2024-07-04,6E15904,Flying
C0133,2024-01-19,6E11913,Flying
C1121,2024-10-29,6E17223,Flying
C1118,2024-04-29,6E5732,Off
C0094,2024-01-27,6E10995,Flying
C1040,2024-07-31,6E10477,Off
C0474,2024-12-28,6E4840,Flying
C0960,2024-07-24,6E14274,Standby
C0211,2024-07-22,6E7566,Off
C0559,2024-05-03,6E8941,Flying
C0443,2024-04-07,6E8278,Standby
C0099,2024-02-26,6E16983,Standby
C0020,2024-07-01,6E3475,Flying
C0021,2024-09-17,6E16272,Flying
C0694,2024-08-14,6E15448,Flying
C0561,2024-04-03,6E11244,Flying
C1047,2024-11-26,6E5677,Flying
C0108,2024-04-11,6E2329,Flying
C0836,2024-06-04,6E6861,Flying
C0605,2024-06-21,6E8171,Flying
C0024,2024-10-16,6E1888,Flying
C0776,2024-04-04,6E13678,Flying
C0453,2024-09-03,6E3638,Flying
C0115,2024-12-06,6E17125,Flying
C0394,2024-08-03,6E18085,Flying
C0952,2024-08-01,6E6268,Flying
C0620,2024-07-04,6E7415,Flying
C0778,2024-09-25,6E8493,Flying
C0596,2024-09-21,6E3956,Flying
C1013,2024-08-24,6E12068,Flying
C1126,2024-11-23,6E5994,Flying
C0266,2024-02-18,6E12709,Flying
C0083,2024-05-17,6E3070,Flying
C0937,2024-04-14,6E6372,Flying
C0246,2024-04-29,6E4987,Off
C0811,2024-01-29,6E5893,Standby
C1011,2024-10-31,6E1714,Flying
C1176,2024-06-27,6E6377,Flying
C0671,2024-06-27,6E4520,Flying
C1142,2024-01-11,6E10198,Standby
C0628,2024-11-23,6E4268,Standby
C0707,2024-11-01,6E1865,Off
C0129,2024-12-26,6E9300,Flying
C0199,2024-08-04,6E3503,Flying
C0767,2024-01-09,6E10514,Off
C0929,2024-12-27,6E8051,Flying
C1101,2024-04-21,6E5818,Standby
C0508,2024-02-12,6E10493,Flying
C1076,2024-06-14,6E5827,Off
C0178,2024-12-12,6E18757,Flying
C1137,2024-02-13,6E1965,Flying
C1190,2024-06-29,6E16729,Flying
C0298,2024-07-06,6E16246,Flying
C0380,2024-11-25,6E13914,Flying
C0167,2024-08-27,6E12044,Flying
C0362,2024-09-10,6E13042,Standby
C0841,2024-11-07,6E6445,Flying
C0504,2024-03-26,6E1971,Off
C0759,2024-07-02,6E6895,Flying
C0457,2024-06-22,6E10274,Flying
C0859,2024-08-28,6E11171,Flying
C0925,2024-08-05,6E16326,Flying
C0708,2024-10-19,6E12282,Standby
C0185,2024-04-27,6E18194,Standby
C0418,2024-07-23,6E5027,Flying
C0715,2024-11-22,6E14746,Flying
C0777,2024-07-21,6E3885,Flying
C0795,2024-11-04,6E11714,Standby
C0941,2024-07-02,6E12153,Flying
C0123,2024-07-13,6E6139,Standby
C0604,2024-12-29,6E10666,Standby
C0061,2024-02-04,6E16399,Standby
C0912,2024-06-18,6E9037,Flying
C0092,2024-01-26,6E11905,Flying
C0898,2024-12-28,6E17736,Flying
C0234,2024-04-21,6E12705,Flying
C0970,2024-12-09,6E3232,Standby
C0531,2024-04-08,6E7783,Flying
C1018,2024-07-07,6E5744,Flying
C0788,2024-05-04,6E18801,Flying
C0826,2024-12-25,6E6547,Standby
C1020,2024-06-21,6E8322,Flying
C0827,2024-03-20,6E17563,Off
C1162,2024-08-26,6E14139,Flying
C0624,2024-04-15,6E8349,Flying
C0242,2024-04-08,6E17524,Flying
C0292,2024-03-18,6E15057,Off
C0437,2024-07-04,6E18360,Flying
C0760,2024-05-01,6E11416,Flying
C1078,2024-06-06,6E6018,Flying
C0528,2024-07-20,6E14229,Flying
C0050,2024-07-09,6E9435,Flying
C0794,2024-06-02,6E8030,Flying
C0799,2024-10-21,6E14667,Flying
C0189,2024-01-30,6E5114,Standby
C0938,2024-05-20,6E14084,Flying
C0682,2024-04-12,6E16863,Flying
C0219,2024-03-05,6E10154,Flying
C0659,2024-08-18,6E18042,Flying
C0720,2024-05-09,6E7752,Flying
C0825,2024-01-23,6E16909,Flying
C0358,2024-10-16,6E15754,Flying
C0648,2024-11-16,6E12960,Flying
C0190,2024-04-14,6E5646,Flying
C1033,2024-02-11,6E13846,Standby
C0880,2024-06-18,6E16008,Flying
C0775,2024-11-20,6E3737,Off
C1012,2024-07-20,6E13187,Flying
C1047,2024-01-22,6E8518,Flying
C0297,2024-09-06,6E14995,Off
C0328,2024-02-04,6E9061,Standby
C0980,2024-08-10,6E7924,Flying
C0011,2024-02-13,6E12772,Flying
C1025,2024-10-30,6E6159,Flying
C0812,2024-11-01,6E4464,Flying
C1166,2024-07-05,6E17606,Flying
C0519,2024-11-25,6E11371,Standby
C1147,2024-03-31,6E9528,Flying
C0444,2024-10-15,6E17303,Flying
C0743,2024-01-16,6E18602,Flying
C0900,2024-05-06,6E4833,Flying
C0155,2024-09-17,6E11705,Flying
C0958,2024-08-03,6E5564,Flying
C1031,2024-04-21,6E6433,Flying
C0438,2024-08-06,6E7432,Flying
C0616,2024-09-26,6E9050,Standby
C0863,2024-12-01,6E13742,Standby
C0615,2024-12-14,6E16975,Flying
C0963,2024-12-28,6E5960,Standby
C0103,2024-11-08,6E18156,Standby
C0660,2024-03-10,6E10949,Standby
C0688,2024-05-02,6E9845,Standby
C0418,2024-04-24,6E2583,Flying
C0296,2024-10-29,6E12881,Flying
C0517,2024-03-31,6E13927,Flying
C0522,2024-12-14,6E14059,Off
C0686,2024-08-24,6E13856,Flying
C0505,2024-08-07,6E13665,Flying
C0055,2024-05-26,6E18844,Off
C0648,2024-12-18,6E18522,Flying
C1004,2024-03-02,6E17079,Standby
C0628,2024-05-17,6E7682,Flying
C1080,2024-02-25,6E8265,Flying
C0951,2024-09-23,6E10991,Flying
C0755,2024-08-23,6E11912,Flying
C0811,2024-04-03,6E15426,Flying
C0056,2024-07-24,6E6904,Flying
C0164,2024-03-20,6E16467,Flying
C0489,2024-11-04,6E1061,Flying
C0008,2024-11-19,6E12549,Flying
C0612,2024-05-23,6E8928,Flying
C0147,2024-07-06,6E8213,Flying
C0066,2024-02-20,6E3173,Off
C0139,2024-05-07,6E11640,Flying
C0195,2024-08-14,6E1997,Flying
C0289,2024-10-18,6E18208,Standby
C0458,2024-09-21,6E15981,Standby
C0821,2024-10-14,6E12224,Off
C0429,2024-08-25,6E1355,Standby
C0195,2024-11-08,6E8523,Flying
C0295,2024-12-11,6E10137,Flying
C0610,2024-11-08,6E18474,Flying
C0050,2024-02-13,6E14474,Standby
C0820,2024-05-26,6E15958,Flying
C0378,2024-02-12,6E14048,Flying
C0158,2024-11-19,6E11642,Flying
C0121,2024-11-15,6E17014,Flying
C0667,2024-04-04,6E13383,Standby
C0578,2024-05-20,6E10286,Flying
C0101,2024-08-25,6E12648,Flying
C0796,2024-05-17,6E5405,Flying
C1108,2024-06-24,6E13116,Flying
C0831,2024-05-27,6E9602,Flying
C0871,2024-04-25,6E13586,Flying
C0055,2024-09-18,6E7543,Flying
C0242,2024-07-18,6E8548,Flying
C0146,2024-03-04,6E17894,Flying
C0697,2024-01-29,6E18915,Flying
C0368,2024-11-23,6E9728,Flying
C1197,2024-01-09,6E11754,Standby
C0919,2024-08-08,6E9899,Standby
C1055,2024-01-23,6E8751,Flying
C0803,2024-11-06,6E7586,Standby
C0679,2024-11-27,6E10611,Flying
C0261,2024-08-23,6E7718,Off
C0668,2024-05-22,6E12159,Flying
C0888,2024-08-29,6E5631,Flying
C0810,2024-02-27,6E5029,Flying
C0825,2024-05-25,6E8180,Flying
C0851,2024-05-25,6E6490,Flying
C0448,2024-01-07,6E12012,Flying
C0217,2024-05-09,6E3156,Flying
C0831,2024-07-28,6E16870,Flying
C0530,2024-08-21,6E10006,Standby
C0117,2024-11-02,6E5596,Flying
C0239,2024-12-23,6E17519,Flying
C0941,2024-01-20,6E2074,Flying
C1026,2024-02-26,6E11957,Flying
C0798,2024-05-20,6E9362,Flying
C0662,2024-04-26,6E1688,Flying
C0764,2024-01-24,6E2318,Off
C0618,2024-04-24,6E17719,Flying
C0375,2024-10-28,6E9939,Flying
C0290,2024-11-26,6E6682,Flying
C1149,2024-09-28,6E5999,Standby
C0163,2024-02-04,6E2413,Flying
C0894,2024-08-25,6E7404,Standby
C0197,2024-09-21,6E3883,Standby
C0527,2024-01-14,6E5482,Flying
C0012,2024-03-16,6E3847,Flying
C0195,2024-01-23,6E16063,Flying
C0868,2024-06-25,6E2138,Off
C0337,2024-01-01,6E8984,Off
C0276,2024-07-26,6E17273,Standby
C0815,2024-02-19,6E14374,Flying
C0753,2024-02-27,6E16787,Flying
C1052,2024-07-21,6E12436,Flying
C0786,2024-10-11,6E18972,Flying
C0313,2024-01-02,6E14934,Flying
C0365,2024-05-23,6E15168,Flying
C0947,2024-03-20,6E2510,Standby
C1061,2024-06-03,6E4004,Standby
C0972,2024-08-12,6E1685,Flying
C0872,2024-06-02,6E11561,Flying
C0617,2024-03-15,6E13605,Standby
C1020,2024-09-19,6E12025,Standby
C0100,2024-06-14,6E15932,Flying
C0966,2024-10-20,6E7564,Standby
C0044,2024-06-01,6E5069,Off
C0065,2024-06-28,6E7301,Flying
C1171,2024-11-01,6E1333,Flying
C0561,2024-11-09,6E6772,Flying
C1091,2024-12-13,6E17658,Standby
C0996,2024-09-18,6E6268,Standby
C0046,2024-04-13,6E14463,Off
C1094,2024-10-11,6E14270,Standby
C0621,2024-07-13,6E12024,Flying
C0873,2024-02-05,6E17103,Flying
C0209,2024-09-18,6E4176,Flying
C0990,2024-08-28,6E18806,Flying
C0381,2024-03-19,6E13201,Flying
C1107,2024-06-05,6E15346,Flying
C0286,2024-11-30,6E17420,Flying
C0872,2024-01-12,6E11215,Flying
C0418,2024-11-07,6E17579,Flying
C0346,2024-01-06,6E8033,Flying
C0366,2024-09-12,6E18701,Flying
C0357,2024-02-28,6E5688,Flying
C0061,2024-02-06,6E9636,Flying
C0384,2024-03-11,6E2372,Standby
C1187,2024-04-13,6E12350,Standby
C0578,2024-06-18,6E16938,Flying
C0013,2024-02-08,6E13820,Standby
C0572,2024-06-15,6E8964,Flying
C1131,2024-02-24,6E13559,Flying
C0363,2024-06-22,6E10514,Standby
C1132,2024-02-22,6E12415,Flying
C0833,2024-01-10,6E17351,Flying
C0468,2024-03-17,6E9532,Flying
C0689,2024-09-19,6E9453,Flying
C0837,2024-11-20,6E5686,Flying
C0268,2024-12-03,6E9273,Standby
C0235,2024-01-07,6E16010,Flying
C0917,2024-01-08,6E18512,Flying
C0215,2024-12-24,6E12307,Flying
C0456,2024-08-31,6E12703,Flying
C0602,2024-04-26,6E7969,Flying
C0339,2024-10-24,6E1182,Flying
C0825,2024-06-02,6E9484,Flying
C0719,2024-09-18,6E18569,Off
C1189,2024-12-03,6E6039,Flying
C1065,2024-11-09,6E7163,Standby
C0115,2024-12-23,6E15761,Flying
C1159,2024-01-10,6E2686,Flying
C0033,2024-11-24,6E17946,Standby
C0515,2024-12-25,6E7498,Flying
C0745,2024-09-24,6E15987,Flying
C0932,2024-01-29,6E10235,Flying
C1013,2024-01-21,6E14653,Flying
C0680,2024-12-12,6E2443,Flying
C0500,2024-10-24,6E7587,Flying
C0302,2024-11-27,6E17116,Flying
C0839,2024-10-11,6E14846,Flying
C0824,2024-09-10,6E9147,Flying
C0609,2024-03-30,6E5509,Flying
C1104,2024-08-29,6E14559,Flying
C0794,2024-03-30,6E14820,Flying
C0255,2024-04-01,6E14778,Off
C0107,2024-01-14,6E3778,Flying
C1125,2024-04-18,6E11022,Standby
C0625,2024-06-01,6E8233,Flying
C0693,2024-06-15,6E14524,Standby
C0562,2024-02-28,6E12371,Flying
C1053,2024-07-18,6E3415,Flying
C0357,2024-07-08,6E11752,Flying
C0403,2024-06-03,6E13545,Flying
C1119,2024-12-26,6E5036,Standby
C1166,2024-05-12,6E18324,Flying
C1003,2024-05-11,6E15345,Standby
C0125,2024-06-28,6E15526,Standby
C1087,2024-12-06,6E9688,Standby
C0769,2024-09-01,6E18766,Standby
C0204,2024-12-05,6E1358,Flying
C0320,2024-09-18,6E14518,Standby
C0139,2024-10-11,6E4757,Standby
C1199,2024-07-01,6E3390,Flying
C0609,2024-04-13,6E3194,Standby
C0630,2024-03-07,6E6897,Standby
C0738,2024-02-05,6E1608,Flying
C0497,2024-02-06,6E10292,Flying
C1153,2024-06-25,6E7108,Standby
C0669,2024-03-29,6E9740,Flying
C1077,2024-08-23,6E10172,Off
C1115,2024-07-03,6E9679,Flying
C0436,2024-05-28,6E12378,Flying
C0731,2024-07-12,6E7032,Flying
C0615,2024-09-05,6E5357,Standby
C1113,2024-01-11,6E8642,Flying
C0295,2024-12-23,6E7306,Flying
C0856,2024-05-24,6E2912,Flying
C1066,2024-11-12,6E15759,Flying
C0688,2024-06-05,6E11939,Flying
C0583,2024-03-17,6E15503,Flying
C0473,2024-05-28,6E3288,Standby
C0075,2024-12-22,6E6288,Flying
C0979,2024-11-20,6E3102,Flying
C0388,2024-02-20,6E15330,Standby
C0540,2024-10-10,6E10280,Flying
C0976,2024-05-22,6E17955,Flying
C0002,2024-01-04,6E13645,Flying
C0840,2024-06-14,6E3489,Flying
C1195,2024-06-05,6E1911,Standby
C0422,2024-09-23,6E5549,Flying
C0818,2024-06-12,6E2016,Flying
C0785,2024-04-27,6E12980,Standby
C0286,2024-04-12,6E16755,Flying
C0755,2024-02-26,6E5192,Flying
C0811,2024-09-28,6E18110,Flying
C1062,2024-12-06,6E12485,Flying
C0125,2024-06-01,6E5982,Off
C0315,2024-10-12,6E11107,Standby
C0044,2024-02-20,6E5609,Flying
C0332,2024-08-29,6E2481,Flying
C0165,2024-09-15,6E2800,Standby
C0763,2024-03-11,6E8418,Standby
C0711,2024-12-24,6E9971,Off
C0666,2024-01-03,6E18313,Flying
C0184,2024-07-04,6E12440,Flying
C0403,2024-04-14,6E14707,Off
C0662,2024-03-12,6E13655,Flying
C0441,2024-05-28,6E1637,Off
C0577,2024-01-10,6E8193,Flying
C0379,2024-01-20,6E3500,Standby
C0674,2024-06-16,6E3644,Flying
C0562,2024-04-22,6E4803,Flying
C0309,2024-01-29,6E8946,Flying
C0989,2024-04-22,6E15638,Standby
C0051,2024-12-15,6E11893,Flying
C0276,2024-06-12,6E6323,Off
C0860,2024-02-01,6E6657,Flying
C0115,2024-11-21,6E4202,Standby
C0860,2024-05-04,6E14104,Flying
C0136,2024-12-16,6E9488,Flying
C0021,2024-12-18,6E5114,Flying
C0530,2024-11-26,6E11379,Standby
C0362,2024-05-19,6E5662,Flying
C0906,2024-02-06,6E18921,Standby
C0219,2024-06-22,6E1681,Flying
C0319,2024-01-31,6E15082,Flying
C0466,2024-05-11,6E3715,Flying
C0121,2024-05-22,6E8593,Flying
C0062,2024-08-17,6E1889,Standby
C1121,2024-06-21,6E14883,Standby
C1006,2024-05-19,6E14517,Standby
C0763,2024-03-14,6E7267,Flying
C0899,2024-09-18,6E10362,Off
C1153,2024-05-29,6E12523,Standby
C0010,2024-11-13,6E2878,Flying
C0817,2024-10-23,6E1040,Standby
C0577,2024-08-18,6E1911,Flying
C1008,2024-06-22,6E9059,Flying
C0759,2024-01-29,6E8488,Standby
C0349,2024-05-10,6E11932,Off
C0419,2024-11-02,6E8187,Flying
C0165,2024-09-22,6E13121,Flying
C0054,2024-02-15,6E6747,Flying
C0319,2024-08-11,6E16235,Standby
C1070,2024-03-25,6E17932,Standby
C0430,2024-05-13,6E5373,Flying
C0377,2024-04-17,6E6483,Flying
C0519,2024-06-08,6E11849,Standby
C1152,2024-04-17,6E1870,Standby
C0957,2024-08-07,6E16998,Standby
C0491,2024-07-14,6E15057,Flying
C0012,2024-08-09,6E18965,Standby
C0550,2024-12-27,6E1281,Flying
C0863,2024-07-27,6E2718,Flying
C0479,2024-11-15,6E6796,Flying
C0940,2024-08-07,6E3574,Standby
C0990,2024-02-08,6E18286,Standby
C0214,2024-11-25,6E1670,Off
C0749,2024-01-01,6E14756,Flying
C1045,2024-06-27,6E10230,Flying
C0873,2024-04-04,6E12509,Off
C0468,2024-09-06,6E16244,Standby
C0743,2024-08-11,6E1945,Flying
C0445,2024-11-05,6E10395,Flying
C0720,2024-12-14,6E5023,Standby
C0887,2024-10-19,6E7998,Flying
C0211,2024-04-30,6E12027,Standby
C0664,2024-07-04,6E12933,Flying
C0107,2024-08-04,6E11494,Flying
C0671,2024-01-01,6E5198,Flying
C0517,2024-02-23,6E17996,Flying
C0705,2024-03-27,6E17267,Flying
C0288,2024-04-23,6E17683,Flying
C1053,2024-09-14,6E2168,Flying
C1142,2024-02-09,6E2224,Flying
C0133,2024-11-20,6E15859,Flying
C0158,2024-01-22,6E18965,Flying
C1197,2024-02-28,6E13588,Flying
C0334,2024-11-06,6E12509,Flying
C0881,2024-09-27,6E4610,Flying
C0899,2024-04-30,6E3333,Flying
C0866,2024-07-23,6E4575,Flying
C0136,2024-04-28,6E7480,Flying
C0216,2024-06-06,6E14337,Flying
C0464,2024-06-01,6E17430,Flying
C1042,2024-12-06,6E12046,Flying
