Crew_ID,Date,Standby_Type,Utilized
C0696,2024-12-01,Home,Yes
C0656,2024-06-11,Home,No
C0325,2024-04-06,Home,Yes
C0117,2024-02-07,Home,Yes
C0619,2024-09-23,Airport,No
C0108,2024-04-23,Home,No
C0589,2024-10-22,Home,No
C0679,2024-11-09,Home,Yes
C0882,2024-06-29,Airport,No
C0482,2024-12-04,Home,Yes
C1076,2024-08-29,Home,Yes
C1161,2024-11-21,Home,No
C0972,2024-01-31,Home,No
C0837,2024-12-02,Home,Yes
C0520,2024-04-13,Home,No
C0926,2024-06-13,Airport,Yes
C0716,2024-09-28,Home,Yes
C0501,2024-09-19,Airport,No
C0882,2024-06-09,Home,No
C1182,2024-10-27,Home,Yes
C0916,2024-10-21,Home,Yes
C0167,2024-06-11,Home,No
C0736,2024-03-22,Home,Yes
C0871,2024-02-15,Home,Yes
C0738,2024-10-24,Home,No
C0949,2024-07-13,Home,Yes
C0718,2024-12-14,Home,Yes
C0491,2024-04-30,Home,No
C0811,2024-04-08,Airport,No
C1100,2024-11-28,Airport,Yes
C0097,2024-10-23,Home,Yes
C0553,2024-03-08,Airport,No
C0768,2024-09-11,Home,Yes
C0869,2024-07-20,Home,No
C0516,2024-09-08,Home,No
C0813,2024-06-06,Airport,Yes
C0505,2024-04-02,Airport,Yes
C0568,2024-09-06,Airport,No
C1023,2024-12-19,Airport,Yes
C0943,2024-03-03,Home,Yes
C0174,2024-12-10,Home,Yes
C0412,2024-06-09,Home,No
C0072,2024-09-21,Home,Yes
C0760,2024-12-01,Airport,Yes
C1190,2024-01-15,Airport,No
C0619,2024-11-15,Home,Yes
C0125,2024-01-09,Home,Yes
C0081,2024-07-25,Airport,Yes
C0531,2024-03-31,Home,No
C0105,2024-09-13,Home,Yes
C0061,2024-10-22,Airport,Yes
C0545,2024-07-20,Home,No
C0906,2024-12-09,Airport,No
C0208,2024-10-17,Airport,No
C0127,2024-03-30,Home,No
C1137,2024-01-09,Home,Yes
C0905,2024-02-19,Home,Yes
C0463,2024-10-17,Home,No
C0806,2024-02-05,Home,No
C0067,2024-06-17,Airport,Yes
C0111,2024-03-13,Airport,Yes
C0928,2024-04-20,Home,Yes
C0228,2024-01-22,Airport,No
C0248,2024-01-08,Home,Yes
C1093,2024-04-26,Airport,No
C1072,2024-12-18,Airport,Yes
C0065,2024-04-06,Airport,No
C0056,2024-06-02,Airport,Yes
C1158,2024-05-01,Home,Yes
C0471,2024-03-29,Airport,No
C0431,2024-08-10,Home,Yes
C0911,2024-03-22,Airport,No
C1073,2024-11-09,Airport,No
C1085,2024-06-08,Airport,No
C0009,2024-05-21,Home,No
C0572,2024-06-22,Airport,Yes
C0880,2024-07-09,Airport,Yes
C0986,2024-02-06,Airport,No
C0081,2024-03-11,Airport,Yes
C1190,2024-06-27,Home,Yes
C0037,2024-10-01,Airport,No
C1002,2024-09-02,Home,Yes
C1095,2024-01-17,Home,No
C0028,2024-03-26,Home,Yes
C0356,2024-08-19,Home,Yes
C0802,2024-04-08,Home,No
C0837,2024-03-14,Airport,No
C0072,2024-04-14,Home,No
C0693,2024-11-01,Home,Yes
C0967,2024-01-02,Airport,No
C0974,2024-02-22,Home,Yes
C0783,2024-11-21,Airport,Yes
C0327,2024-06-04,Home,No
C0709,2024-07-27,Home,Yes
C0351,2024-08-12,Home,No
C0112,2024-03-17,Airport,Yes
C0549,2024-09-07,Airport,No
C0863,2024-08-08,Home,Yes
C0788,2024-04-11,Airport,Yes
C1172,2024-09-18,Airport,Yes
C0622,2024-07-02,Home,No
C0391,2024-07-29,Home,Yes
C1054,2024-08-29,Home,No
C0290,2024-07-30,Home,No
C0869,2024-12-26,Home,Yes
C1136,2024-05-02,Airport,Yes
C0449,2024-04-06,Home,No
C0614,2024-10-04,Home,Yes
C0747,2024-01-08,Airport,No
C0496,2024-09-14,Airport,No
C0929,2024-03-03,Home,No
C1072,2024-10-02,Home,Yes
C1128,2024-01-30,Home,No
C0395,2024-06-08,Home,Yes
C0834,2024-06-07,Airport,No
C0580,2024-03-15,Home,No
C0226,2024-03-17,Airport,No
C0614,2024-07-14,Airport,No
C0373,2024-08-13,Home,Yes
C0534,2024-11-06,Home,Yes
C0773,2024-05-29,Home,Yes
C0924,2024-02-09,Home,Yes
C1038,2024-11-24,Airport,Yes
C0314,2024-07-29,Home,Yes
C0773,2024-08-09,Airport,Yes
C0853,2024-07-14,Home,No
C0943,2024-12-07,Home,Yes
C0972,2024-08-14,Airport,Yes
C0955,2024-08-30,Airport,No
C0744,2024-06-01,Airport,Yes
C1163,2024-10-01,Airport,Yes
C0101,2024-12-25,Home,No
C1185,2024-04-08,Home,No
C0916,2024-07-12,Airport,No
C0491,2024-01-19,Home,No
C0073,2024-06-11,Home,Yes
C0069,2024-12-04,Home,Yes
C0082,2024-05-10,Home,No
C0220,2024-05-31,Airport,No
C0083,2024-12-10,Home,Yes
C0909,2024-11-28,Airport,Yes
C0909,2024-04-26,Airport,No
C1163,2024-05-10,Home,Yes
C0645,2024-05-04,Airport,No
C0740,2024-09-18,Airport,Yes
C0460,2024-11-15,Home,Yes
C1171,2024-10-15,Home,Yes
C0341,2024-11-19,Home,Yes
C0965,2024-01-27,Airport,No
C0702,2024-10-13,Airport,Yes
C0481,2024-05-18,Home,No
C0746,2024-08-10,Home,Yes
C0897,2024-02-16,Home,Yes
C0075,2024-12-17,Airport,Yes
C1002,2024-08-06,Airport,No
C0163,2024-05-17,Airport,No
C0133,2024-11-04,Home,Yes
C0217,2024-08-23,Airport,Yes
C0459,2024-04-22,Home,No
C1110,2024-08-07,Home,Yes
C0488,2024-08-28,Home,No
C0001,2024-03-11,Airport,No
C0430,2024-11-30,Airport,No
C0269,2024-05-11,Home,No
C1171,2024-05-29,Airport,No
C1110,2024-09-08,Home,Yes
C0094,2024-07-22,Airport,Yes
C0771,2024-07-20,Home,Yes
C1031,2024-05-25,Home,Yes
C0349,2024-07-22,Airport,Yes
C0266,2024-10-17,Home,Yes
C0671,2024-10-13,Home,Yes
C1094,2024-04-01,Home,No
C0903,2024-11-04,Home,Yes
C1094,2024-04-10,Home,No
C0147,2024-01-03,Airport,Yes
C0371,2024-12-21,Airport,No
C0430,2024-07-16,Airport,No
C0932,2024-02-12,Home,No
C0896,2024-09-03,Airport,No
C0308,2024-10-16,Airport,Yes
C1082,2024-03-15,Home,No
C1151,2024-11-28,Airport,No
C0716,2024-07-23,Airport,No
C0925,2024-09-05,Home,No
C1033,2024-10-07,Airport,No
C0026,2024-09-19,Home,No
C1180,2024-03-31,Home,Yes
C1096,2024-11-28,Airport,Yes
C0075,2024-11-14,Airport,Yes
C0715,2024-06-09,Airport,No
C0374,2024-01-22,Home,No
C0671,2024-10-17,Home,Yes
C0498,2024-08-01,Home,No
C1145,2024-04-26,Home,No
C0717,2024-05-02,Airport,No
C0299,2024-02-29,Home,Yes
C0656,2024-11-15,Home,No
C0715,2024-08-25,Airport,Yes
C0486,2024-06-24,Home,No
C0816,2024-09-11,Home,No
C0755,2024-09-19,Home,No
C0244,2024-08-07,Home,Yes
C1008,2024-11-02,Home,No
C0395,2024-07-29,Airport,Yes
C0614,2024-03-10,Home,No
C0711,2024-06-23,Home,Yes
C0798,2024-12-15,Home,No
C1126,2024-08-09,Home,No
C0255,2024-10-17,Airport,No
C1043,2024-02-04,Home,Yes
C0849,2024-03-15,Home,Yes
C0026,2024-06-23,Home,Yes
C1155,2024-08-02,Airport,No
C0747,2024-07-29,Home,No
C0457,2024-02-07,Home,No
C0790,2024-08-25,Airport,No
C0866,2024-03-22,Home,No
C0467,2024-06-02,Airport,Yes
C0998,2024-03-29,Home,Yes
C0056,2024-01-24,Home,Yes
C0959,2024-07-17,Home,No
C0516,2024-12-04,Airport,No
C0387,2024-07-29,Home,Yes
C0218,2024-04-22,Home,Yes
C1154,2024-11-04,Home,No
C0756,2024-03-11,Airport,Yes
C0432,2024-07-11,Airport,Yes
C0915,2024-05-18,Airport,No
C0928,2024-08-31,Airport,No
C1190,2024-12-19,Home,Yes
C0133,2024-06-12,Home,Yes
C0850,2024-11-24,Home,Yes
C0803,2024-04-02,Airport,No
C1132,2024-10-22,Home,Yes
C0103,2024-09-24,Home,Yes
C0950,2024-03-16,Home,No
C0084,2024-12-03,Home,No
C0014,2024-07-15,Home,Yes
C0856,2024-05-08,Home,No
C0636,2024-02-24,Airport,Yes
C0746,2024-04-24,Airport,No
C0115,2024-08-23,Airport,Yes
C1138,2024-04-21,Home,Yes
C0508,2024-12-10,Home,Yes
C0904,2024-07-31,Airport,No
C0108,2024-11-07,Home,Yes
C0418,2024-01-06,Home,No
C0026,2024-01-03,Home,No
C0318,2024-06-22,Airport,No
C0146,2024-01-09,Airport,Yes
C0264,2024-02-17,Home,Yes
C0249,2024-11-19,Airport,No
C0999,2024-01-01,Home,Yes
C0107,2024-10-23,Home,No
C0998,2024-01-27,Home,No
C0807,2024-06-16,Airport,No
C0938,2024-04-21,Airport,Yes
C1098,2024-01-21,Home,Yes
C1084,2024-06-16,Airport,No
C0115,2024-02-01,Home,Yes
C0371,2024-09-05,Home,Yes
C0920,2024-03-17,Home,No
C0558,2024-11-02,Airport,Yes
C0776,2024-09-13,Airport,Yes
C0922,2024-11-05,Home,No
C0547,2024-09-14,Home,No
C0684,2024-03-17,Home,No
C0536,2024-06-24,Airport,Yes
C0953,2024-11-16,Airport,No
C1168,2024-04-10,Home,Yes
C1193,2024-09-16,Airport,No
C0998,2024-05-02,Airport,Yes
C0755,2024-01-09,Home,Yes
C0168,2024-04-11,Home,No
C0615,2024-12-19,Airport,Yes
C1037,2024-06-26,Home,No
C0354,2024-06-10,Home,No
C0180,2024-11-26,Airport,Yes
C0758,2024-10-28,Airport,No
C0122,2024-04-13,Home,Yes
C0123,2024-01-30,Home,No
C0253,2024-03-20,Home,No
C0622,2024-07-10,Airport,No
C0981,2024-11-11,Home,Yes
C0475,2024-10-03,Airport,No
C0776,2024-03-07,Home,No
C0256,2024-06-16,Airport,Yes
C0818,2024-07-06,Airport,No
C0032,2024-10-26,Airport,Yes
C0645,2024-05-29,Home,No
C0782,2024-08-05,Airport,Yes
C0514,2024-09-09,Airport,No
C1048,2024-09-26,Home,No
C0013,2024-05-04,Home,No
C1110,2024-05-06,Airport,Yes
C0395,2024-03-09,Home,Yes
C0233,2024-04-20,Airport,No
C0275,2024-06-19,Home,Yes
C0260,2024-11-20,Airport,No
C0627,2024-12-15,Home,No
C0028,2024-09-30,Home,Yes
C0971,2024-08-04,Airport,No
C0561,2024-03-13,Home,No
C1145,2024-09-14,Airport,Yes
C0927,2024-04-19,Home,Yes
C0631,2024-08-14,Airport,Yes
C0695,2024-10-14,Home,Yes
C0391,2024-04-01,Airport,No
C0656,2024-02-27,Home,Yes
C0176,2024-11-16,Home,No
C0314,2024-03-15,Airport,No
C0756,2024-07-06,Home,Yes
C1190,2024-10-27,Home,Yes
C0112,2024-05-23,Home,Yes
C0269,2024-12-09,Airport,No
C0549,2024-06-08,Airport,No
C0919,2024-07-11,Home,No
C0083,2024-11-08,Home,No
C0052,2024-06-11,Home,No
C1030,2024-04-14,Airport,Yes
C0652,2024-11-16,Airport,No
C0651,2024-10-30,Airport,No
C0908,2024-06-15,Home,No
C0200,2024-10-02,Home,Yes
C0522,2024-10-10,Home,No
C0285,2024-11-22,Home,No
C0847,2024-07-08,Home,Yes
C0125,2024-10-20,Home,No
C1133,2024-04-03,Airport,Yes
C0935,2024-11-02,Home,Yes
C0518,2024-11-01,Airport,Yes
C0557,2024-01-20,Home,Yes
C0989,2024-12-08,Airport,No
C0347,2024-09-28,Airport,No
C0546,2024-10-03,Home,Yes
C0825,2024-11-04,Home,No
C0624,2024-07-04,Home,Yes
C0909,2024-07-11,Airport,No
C0167,2024-04-23,Home,Yes
C0018,2024-05-24,Airport,Yes
C0398,2024-02-05,Airport,Yes
C1184,2024-02-18,Home,No
C0768,2024-03-06,Home,Yes
C0804,2024-12-08,Home,Yes
C0110,2024-09-17,Home,Yes
C0861,2024-07-05,Home,Yes
C1176,2024-06-17,Airport,No
C0413,2024-11-09,Home,No
C0963,2024-07-05,Home,No
C1112,2024-12-02,Airport,Yes
C0869,2024-09-08,Airport,No
C0662,2024-01-21,Home,Yes
C1102,2024-11-19,Home,No
C0894,2024-04-26,Home,Yes
C0342,2024-11-10,Home,No
C1048,2024-06-02,Airport,Yes
C1170,2024-02-29,Airport,No
C0786,2024-12-10,Home,No
C0181,2024-07-07,Home,Yes
C0063,2024-01-26,Airport,No
C1140,2024-02-10,Home,No
C0990,2024-11-10,Airport,Yes
C0823,2024-02-17,Airport,Yes
C0998,2024-12-06,Airport,Yes
C0308,2024-07-03,Airport,No
C1141,2024-02-06,Home,Yes
C0920,2024-10-22,Airport,No
C0619,2024-08-04,Home,Yes
C0680,2024-05-17,Airport,No
C1147,2024-06-08,Home,Yes
C1039,2024-12-30,Home,Yes
C0631,2024-01-29,Home,No
C1113,2024-09-19,Home,No
C0703,2024-04-08,Home,No
C0618,2024-03-22,Home,No
C0167,2024-01-26,Home,Yes
C0424,2024-04-07,Home,No
C0543,2024-07-12,Home,Yes
C1114,2024-07-08,Airport,Yes
C0934,2024-02-18,Home,Yes
C0432,2024-03-30,Airport,Yes
C0015,2024-07-10,Airport,No
C0064,2024-02-24,Airport,Yes
C0330,2024-02-03,Home,Yes
C0750,2024-09-11,Airport,Yes
C0976,2024-08-20,Airport,Yes
C0109,2024-02-25,Home,Yes
C0649,2024-08-17,Airport,No
C0688,2024-08-08,Home,Yes
C0799,2024-01-24,Home,No
C1003,2024-05-11,Airport,No
C0754,2024-12-18,Home,No
C0767,2024-12-17,Home,Yes
C0541,2024-05-23,Airport,Yes
C1198,2024-08-20,Airport,Yes
C0383,2024-01-26,Airport,Yes
C0604,2024-08-20,Home,No
C0414,2024-07-08,Airport,No
C1050,2024-06-08,Home,No
C0621,2024-07-05,Airport,Yes
C0410,2024-09-26,Home,No
C0173,2024-05-26,Home,No
C0833,2024-02-17,Airport,No
C0552,2024-05-25,Airport,No
C0087,2024-04-29,Airport,Yes
C0298,2024-12-30,Home,Yes
C0630,2024-07-03,Home,Yes
C0694,2024-08-12,Home,No
C0959,2024-07-08,Airport,Yes
C0717,2024-07-02,Airport,No
C0641,2024-03-12,Home,Yes
C0361,2024-04-10,Airport,No
C0539,2024-06-01,Home,Yes
C1085,2024-06-22,Home,Yes
C0123,2024-08-29,Home,Yes
C0859,2024-07-14,Home,Yes
C0232,2024-08-22,Home,Yes
C1166,2024-10-28,Home,Yes
C0626,2024-11-26,Home,Yes
C1053,2024-11-14,Airport,No
C1172,2024-06-25,Home,Yes
C0549,2024-05-28,Airport,Yes
C0662,2024-11-02,Airport,No
C0926,2024-09-02,Home,Yes
C0128,2024-11-09,Home,No
C0314,2024-05-21,Home,Yes
C0780,2024-05-20,Home,Yes
C0612,2024-10-16,Home,No
C0356,2024-04-06,Airport,Yes
C1142,2024-10-26,Home,Yes
C0701,2024-11-23,Home,No
C0537,2024-12-10,Airport,No
C0965,2024-09-29,Airport,Yes
C0475,2024-12-11,Home,Yes
C0933,2024-03-09,Home,Yes
C0076,2024-01-21,Airport,No
C0935,2024-07-26,Airport,No
C0278,2024-01-18,Airport,Yes
C0203,2024-07-14,Home,Yes
C0266,2024-11-27,Home,No
C1149,2024-12-10,Airport,Yes
C0850,2024-03-01,Airport,No
C0620,2024-08-30,Home,No
C1019,2024-04-11,Airport,Yes
C0139,2024-10-15,Airport,No
C1040,2024-04-05,Airport,No
C0153,2024-04-23,Airport,Yes
C0311,2024-12-11,Home,Yes
C0963,2024-09-23,Airport,Yes
C0194,2024-11-16,Home,No
C0923,2024-05-30,Home,No
C1198,2024-01-02,Home,No
C1163,2024-06-04,Airport,No
C1147,2024-08-27,Home,No
C1196,2024-03-30,Airport,No
C0335,2024-11-14,Airport,Yes
C0612,2024-10-04,Home,Yes
C0478,2024-12-14,Airport,No
C0040,2024-05-01,Home,Yes
C0587,2024-02-21,Airport,Yes
C0750,2024-05-12,Airport,No
C0309,2024-09-01,Home,Yes
C1089,2024-07-16,Home,Yes
C0897,2024-02-08,Home,Yes
C0935,2024-06-11,Airport,No
C0212,2024-11-03,Home,Yes
C0427,2024-05-21,Airport,No
C0762,2024-03-22,Home,Yes
C0245,2024-12-19,Airport,Yes
C0492,2024-04-19,Home,No
C0031,2024-12-18,Airport,Yes
C0983,2024-01-14,Home,No
C0303,2024-02-09,Home,Yes
C1124,2024-01-03,Home,Yes
C0017,2024-11-02,Airport,Yes
C0047,2024-09-26,Airport,No
C0119,2024-02-29,Home,Yes
C1080,2024-05-31,Home,Yes
C0047,2024-12-15,Home,No
C1098,2024-09-16,Airport,Yes
C0056,2024-10-10,Home,Yes
C0763,2024-08-27,Home,No
C0327,2024-07-20,Airport,No
C0136,2024-12-15,Home,No
C0929,2024-11-11,Airport,Yes
C0321,2024-03-24,Home,Yes
C0460,2024-04-21,Home,No
C0856,2024-11-23,Home,No
C0208,2024-11-15,Airport,No
C0209,2024-08-29,Airport,No
C1163,2024-03-05,Home,Yes
C1177,2024-08-03,Home,No
C0869,2024-12-02,Home,No
C0935,2024-06-05,Airport,Yes
C0951,2024-01-07,Home,No
C0493,2024-12-07,Home,No
C0004,2024-01-13,Home,Yes
C0520,2024-11-29,Airport,No
C0060,2024-05-18,Home,No
C0440,2024-05-22,Home,No
C0393,2024-12-11,Airport,Yes
C0624,2024-09-11,Airport,No
C0876,2024-10-25,Home,No
C1102,2024-08-05,Home,Yes
C0164,2024-06-22,Airport,Yes
C0215,2024-07-15,Home,No
C1190,2024-09-30,Home,Yes
C0350,2024-11-16,Home,Yes
C0690,2024-05-02,Home,No
C0592,2024-05-10,Airport,Yes
C0980,2024-12-22,Home,No
C0902,2024-04-23,Airport,Yes
C0742,2024-07-10,Home,Yes
C0090,2024-12-02,Home,Yes
C0634,2024-07-31,Home,Yes
C0753,2024-01-29,Home,Yes
C0911,2024-01-20,Home,No
C0558,2024-12-16,Home,No
C0378,2024-05-01,Home,No
C0494,2024-07-17,Airport,Yes
C0039,2024-07-27,Airport,Yes
C0568,2024-05-23,Airport,No
C0776,2024-03-29,Home,Yes
C0668,2024-10-05,Airport,No
C1008,2024-06-19,Airport,No
C0439,2024-02-05,Home,No
C0216,2024-08-03,Home,Yes
C0976,2024-09-23,Airport,Yes
C0445,2024-01-02,Home,Yes
C1064,2024-08-15,Home,Yes
C0844,2024-08-11,Airport,No
C0564,2024-03-26,Home,Yes
C0823,2024-06-23,Home,No
C0511,2024-12-01,Home,Yes
C0251,2024-05-20,Airport,Yes
C0844,2024-07-05,Airport,Yes
C0873,2024-09-14,Home,Yes
C0287,2024-01-15,Home,Yes
C0989,2024-07-24,Airport,No
C0448,2024-12-15,Home,Yes
C0401,2024-10-04,Home,No
C1071,2024-05-05,Home,No
C0640,2024-07-19,Home,No
C0487,2024-01-25,Home,Yes
C0905,2024-07-30,Home,Yes
C0915,2024-11-15,Home,No
C0315,2024-09-06,Home,No
C0222,2024-09-27,Home,Yes
C1029,2024-08-25,Home,No
C0520,2024-02-27,Airport,Yes
C0459,2024-12-26,Home,Yes
C0562,2024-10-07,Airport,Yes
C0859,2024-08-30,Airport,Yes
C0525,2024-05-08,Home,No
C0494,2024-05-13,Airport,Yes
C0406,2024-04-09,Airport,No
C0216,2024-05-03,Home,No
C1076,2024-07-19,Airport,No
C0753,2024-02-24,Airport,No
C0349,2024-10-28,Home,No
C0409,2024-04-04,Home,No
C0574,2024-04-08,Home,Yes
C0461,2024-09-14,Airport,Yes
C0429,2024-10-08,Home,Yes
C0522,2024-05-02,Airport,No
C0270,2024-08-22,Airport,No
C0144,2024-10-08,Home,Yes
C0491,2024-10-24,Home,No
C0587,2024-01-19,Home,Yes
C0306,2024-05-13,Home,Yes
C0130,2024-12-14,Airport,No
C0013,2024-12-07,Home,Yes
C0931,2024-11-29,Airport,Yes
C0241,2024-02-12,Airport,No
C0171,2024-07-24,Airport,Yes
C1019,2024-02-10,Home,Yes
C0507,2024-12-24,Home,No
C0588,2024-06-19,Airport,Yes
C0271,2024-06-12,Airport,No
C0659,2024-05-06,Airport,No
C1191,2024-02-05,Home,Yes
C0129,2024-12-27,Home,No
C0606,2024-05-21,Home,No
C0913,2024-04-09,Airport,Yes
C0247,2024-07-19,Home,Yes
C0152,2024-07-16,Airport,No
C0485,2024-11-15,Home,No
C0285,2024-08-02,Home,No
C1086,2024-10-14,Home,No
C0219,2024-03-19,Home,No
C1035,2024-11-25,Home,No
C0261,2024-06-26,Airport,Yes
C0490,2024-10-23,Airport,Yes
C0888,2024-02-27,Home,Yes
C0114,2024-02-28,Home,No
C0732,2024-01-08,Home,Yes
C0951,2024-02-06,Airport,No
C0092,2024-02-28,Airport,Yes
C0903,2024-08-15,Airport,Yes
C0953,2024-09-03,Home,Yes
C0342,2024-11-06,Airport,Yes
C0815,2024-06-07,Home,Yes
C0566,2024-01-27,Home,No
C1192,2024-10-03,Airport,Yes
C0481,2024-11-01,Airport,Yes
C0485,2024-04-01,Home,Yes
C0583,2024-08-11,Airport,Yes
C1130,2024-01-08,Airport,Yes
C0472,2024-02-07,Home,No
C0056,2024-10-01,Home,No
C0096,2024-07-30,Airport,No
C0829,2024-03-16,Home,No
C0960,2024-02-01,Airport,Yes
C0895,2024-02-11,Home,Yes
C1185,2024-03-01,Airport,No
C0056,2024-11-15,Home,No
C0938,2024-11-23,Home,No
C1199,2024-11-16,Airport,No
C0404,2024-02-08,Home,Yes
C0454,2024-08-22,Home,Yes
C0652,2024-01-28,Home,Yes
C0833,2024-10-27,Airport,Yes
C0446,2024-11-26,Home,Yes
C0968,2024-10-18,Airport,Yes
C0711,2024-09-24,Home,No
C0755,2024-07-01,Home,Yes
C0315,2024-01-11,Airport,Yes
C0842,2024-04-23,Home,Yes
C0387,2024-12-04,Home,Yes
C0380,2024-10-21,Home,No
C0855,2024-01-01,Home,Yes
C0399,2024-11-02,Home,No
C0065,2024-01-10,Home,No
C0950,2024-12-11,Airport,No
C1088,2024-04-04,Airport,No
C0713,2024-11-29,Home,No
C0480,2024-10-18,Home,Yes
C0816,2024-04-27,Airport,Yes
C0753,2024-11-19,Home,No
C0590,2024-12-04,Home,Yes
C0406,2024-04-23,Home,No
C0262,2024-08-15,Airport,Yes
C1014,2024-06-06,Home,Yes
C0770,2024-06-14,Airport,Yes
C0230,2024-10-03,Home,No
C0931,2024-04-25,Home,Yes
C0088,2024-03-16,Airport,No
C0644,2024-05-04,Home,No
C0606,2024-06-03,Home,Yes
C0972,2024-04-08,Airport,Yes
C0095,2024-04-23,Home,Yes
C0526,2024-03-16,Home,No
C0824,2024-07-17,Home,Yes
C0814,2024-07-19,Home,No
C1197,2024-07-04,Home,Yes
C1067,2024-12-02,Airport,No
C0967,2024-07-24,Home,No
C0400,2024-02-02,Airport,Yes
C0341,2024-09-23,Airport,No
C0750,2024-05-29,Home,No
C0840,2024-10-05,Home,No
C0821,2024-03-29,Home,No
C0458,2024-06-13,Home,Yes
C0248,2024-06-26,Airport,Yes
C0548,2024-07-23,Home,Yes
C0056,2024-08-02,Home,No
C0547,2024-07-05,Home,No
C0939,2024-07-27,Home,Yes
C0228,2024-08-31,Airport,No
C1138,2024-04-26,Home,Yes
C0129,2024-02-17,Home,Yes
C0911,2024-04-11,Home,No
C0973,2024-05-08,Home,No
C0777,2024-07-24,Airport,Yes
C0996,2024-02-12,Home,No
C0521,2024-02-16,Airport,Yes
C0077,2024-10-12,Airport,Yes
C0593,2024-08-04,Airport,No
C0682,2024-04-25,Home,No
C0709,2024-06-08,Home,No
C0262,2024-04-21,Airport,No
C0680,2024-11-07,Airport,Yes
C0667,2024-08-03,Home,Yes
C1123,2024-02-01,Home,No
C1038,2024-01-14,Airport,Yes
C1145,2024-09-19,Airport,No
C1134,2024-08-08,Home,Yes
C0572,2024-07-07,Airport,Yes
C0274,2024-03-22,Airport,Yes
C0099,2024-11-26,Airport,Yes
C0384,2024-12-24,Airport,Yes
C0495,2024-10-08,Airport,Yes
C0259,2024-06-17,Home,Yes
C0040,2024-02-24,Airport,No
C1027,2024-03-18,Airport,No
C1107,2024-01-24,Home,No
C1171,2024-09-02,Airport,Yes
C0789,2024-09-21,Home,No
C0876,2024-06-15,Home,Yes
C0753,2024-03-17,Airport,Yes
C0450,2024-03-03,Home,No
C0908,2024-01-08,Airport,Yes
C0182,2024-03-19,Airport,No
C0877,2024-06-15,Airport,Yes
C0959,2024-10-09,Airport,Yes
C0320,2024-06-20,Home,Yes
C0093,2024-06-18,Airport,No
C0886,2024-08-23,Airport,Yes
C0847,2024-02-10,Airport,No
C1036,2024-08-09,Airport,No
C0879,2024-06-29,Home,No
C0751,2024-12-28,Home,Yes
C0994,2024-01-26,Airport,Yes
C0836,2024-07-29,Airport,Yes
C1040,2024-10-09,Home,Yes
C0613,2024-05-12,Home,No
C0530,2024-08-22,Home,No
C0785,2024-09-02,Home,No
C0711,2024-08-18,Airport,Yes
C0259,2024-10-15,Airport,Yes
C1065,2024-09-04,Airport,Yes
C1122,2024-11-04,Airport,Yes
C0638,2024-10-24,Airport,Yes
C0533,2024-06-27,Airport,Yes
C0957,2024-06-23,Airport,No
C0519,2024-02-17,Home,Yes
C0535,2024-11-18,Home,Yes
C0542,2024-03-27,Home,Yes
C0822,2024-10-31,Airport,Yes
C0025,2024-01-22,Home,Yes
C0267,2024-07-12,Home,Yes
C0928,2024-06-14,Airport,No
C0636,2024-12-01,Airport,Yes
C0260,2024-08-12,Airport,No
C1161,2024-11-03,Home,No
C0811,2024-07-11,Home,No
C0112,2024-05-15,Airport,No
C0320,2024-07-29,Airport,Yes
C1052,2024-07-10,Home,No
C0177,2024-11-01,Home,Yes
C0370,2024-06-04,Home,Yes
C0895,2024-09-20,Airport,No
C0943,2024-02-17,Airport,Yes
C0013,2024-03-27,Airport,Yes
C0888,2024-09-23,Home,No
C0821,2024-06-16,Home,Yes
C0887,2024-12-30,Airport,Yes
C0458,2024-08-25,Airport,No
C0885,2024-10-15,Home,Yes
C0436,2024-09-28,Home,Yes
C0987,2024-06-16,Home,Yes
C0041,2024-09-17,Airport,Yes
C0646,2024-10-13,Airport,Yes
C0193,2024-11-29,Home,Yes
C0545,2024-03-04,Airport,Yes
C0434,2024-10-28,Airport,Yes
C0978,2024-11-21,Airport,No
C0426,2024-06-04,Airport,Yes
C1087,2024-05-29,Home,No
C1064,2024-03-10,Home,No
C0139,2024-11-27,Airport,Yes
C0044,2024-05-04,Airport,No
C0604,2024-09-04,Home,Yes
C0230,2024-11-02,Home,Yes
C0303,2024-09-09,Home,No
C0671,2024-05-11,Home,No
C0319,2024-03-19,Home,No
C0587,2024-05-31,Home,Yes
C1037,2024-05-01,Home,No
C0294,2024-12-30,Airport,No
C0324,2024-01-16,Home,Yes
C0409,2024-12-30,Home,No
C0704,2024-02-11,Home,Yes
C0616,2024-07-13,Home,No
C0174,2024-09-12,Home,No
C0518,2024-02-29,Home,No
C1060,2024-11-02,Airport,No
C0731,2024-12-01,Home,No
C1097,2024-07-28,Home,Yes
C0975,2024-06-06,Home,No
C1081,2024-08-23,Airport,Yes
C0217,2024-05-08,Home,Yes
C0819,2024-11-27,Airport,Yes
C0938,2024-05-10,Airport,No
C0199,2024-12-28,Home,Yes
C1032,2024-08-19,Airport,No
C0505,2024-05-13,Airport,No
C0087,2024-11-11,Home,Yes
C0284,2024-08-25,Home,Yes
C0738,2024-06-05,Home,Yes
C0516,2024-04-09,Home,Yes
C0152,2024-11-01,Home,Yes
C0080,2024-09-15,Airport,Yes
C0920,2024-05-06,Airport,Yes
C0829,2024-09-01,Airport,No
C0026,2024-12-14,Home,Yes
C0895,2024-11-26,Airport,No
C0436,2024-12-24,Airport,Yes
